concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Resolve ticket,complete,Value 8,2011-03-11 07:26:15+00:00,Resolve ticket,Value 8,Case1614,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-04-23 11:10:41+00:00,Closed,Value 5,Case1614,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 12,2010-08-10 04:33:33+00:00,Assign seriousness,Value 12,Case798,Variant 82,82,Fluxicon Disco
Assign seriousness,complete,Value 10,2010-08-17 12:38:22+00:00,Assign seriousness,Value 10,Case798,Variant 82,82,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-09-03 10:22:20+00:00,Assign seriousness,Value 2,Case798,Variant 82,82,Fluxicon Disco
Take in charge ticket,complete,Value 7,2010-09-03 11:01:16+00:00,Take in charge ticket,Value 7,Case798,Variant 82,82,Fluxicon Disco
Wait,complete,Value 7,2010-09-03 11:01:42+00:00,Wait,Value 7,Case798,Variant 82,82,Fluxicon Disco
Take in charge ticket,complete,Value 5,2010-09-13 07:24:06+00:00,Take in charge ticket,Value 5,Case798,Variant 82,82,Fluxicon Disco
Wait,complete,Value 5,2010-09-13 07:24:11+00:00,Wait,Value 5,Case798,Variant 82,82,Fluxicon Disco
Take in charge ticket,complete,Value 7,2010-09-15 07:31:52+00:00,Take in charge ticket,Value 7,Case798,Variant 82,82,Fluxicon Disco
Resolve ticket,complete,Value 7,2010-09-15 07:32:23+00:00,Resolve ticket,Value 7,Case798,Variant 82,82,Fluxicon Disco
Closed,complete,Value 5,2010-09-30 07:32:38+00:00,Closed,Value 5,Case798,Variant 82,82,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-02-14 13:35:55+00:00,Assign seriousness,Value 1,Case1019,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-03-04 06:12:43+00:00,Take in charge ticket,Value 2,Case1019,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2013-03-04 06:33:32+00:00,Wait,Value 1,Case1019,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-03-04 08:43:19+00:00,Resolve ticket,Value 1,Case1019,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-03-19 08:43:39+00:00,Closed,Value 3,Case1019,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-04-14 05:29:40+00:00,Assign seriousness,Value 13,Case314,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-04-18 06:50:42+00:00,Take in charge ticket,Value 2,Case314,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-04-18 06:57:59+00:00,Resolve ticket,Value 2,Case314,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-05-28 05:30:33+00:00,Closed,Value 5,Case314,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-06-22 06:39:51+00:00,Assign seriousness,Value 2,Case1809,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-07-14 09:41:21+00:00,Take in charge ticket,Value 2,Case1809,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-07-14 10:00:08+00:00,Resolve ticket,Value 2,Case1809,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-07-29 10:00:26+00:00,Closed,Value 5,Case1809,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-11-19 15:09:57+00:00,Assign seriousness,Value 1,Case2121,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-12-04 08:14:44+00:00,Take in charge ticket,Value 2,Case2121,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2013-12-05 11:28:27+00:00,Resolve ticket,Value 4,Case2121,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-12-20 11:28:39+00:00,Closed,Value 3,Case2121,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2010-07-08 05:44:15+00:00,Assign seriousness,Value 9,Case1923,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-07-13 13:33:19+00:00,Take in charge ticket,Value 16,Case1923,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-07-13 13:33:25+00:00,Resolve ticket,Value 16,Case1923,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-08-21 05:50:29+00:00,Closed,Value 5,Case1923,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-05 06:23:18+00:00,Assign seriousness,Value 1,Case556,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-05 06:44:30+00:00,Resolve ticket,Value 1,Case556,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-08-07 06:30:11+00:00,Closed,Value 5,Case556,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 18,2013-09-04 12:52:10+00:00,Assign seriousness,Value 18,Case856,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-09-09 04:47:54+00:00,Take in charge ticket,Value 2,Case856,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-09-10 05:44:04+00:00,Wait,Value 2,Case856,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-09-20 05:11:18+00:00,Resolve ticket,Value 2,Case856,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-10-05 05:11:28+00:00,Closed,Value 3,Case856,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-21 13:36:39+00:00,Assign seriousness,Value 2,Case3001,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-06-01 06:15:42+00:00,Assign seriousness,Value 2,Case3001,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-01 06:16:04+00:00,Take in charge ticket,Value 2,Case3001,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-01 06:16:31+00:00,Resolve ticket,Value 2,Case3001,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-06-16 06:16:45+00:00,Closed,Value 5,Case3001,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-03 08:18:49+00:00,Assign seriousness,Value 16,Case469,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-03 08:20:03+00:00,Take in charge ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Wait,complete,Value 16,2010-05-03 08:29:31+00:00,Wait,Value 16,Case469,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-03 09:15:04+00:00,Take in charge ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-03 09:15:12+00:00,Resolve ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-06-16 08:00:37+00:00,Closed,Value 5,Case469,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 13,2013-01-07 12:32:01+00:00,Assign seriousness,Value 13,Case3253,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2013-01-31 11:42:02+00:00,Take in charge ticket,Value 4,Case3253,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2013-02-01 08:52:49+00:00,Resolve ticket,Value 4,Case3253,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-02-16 08:53:03+00:00,Closed,Value 3,Case3253,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-25 09:57:03+00:00,Assign seriousness,Value 8,Case3598,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-05-25 09:57:36+00:00,Take in charge ticket,Value 8,Case3598,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-05-27 07:55:35+00:00,Resolve ticket,Value 8,Case3598,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-07-08 10:00:24+00:00,Closed,Value 5,Case3598,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-08-22 04:26:23+00:00,Assign seriousness,Value 9,Case3931,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-08-22 04:26:41+00:00,Take in charge ticket,Value 9,Case3931,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-08-22 04:49:29+00:00,Resolve ticket,Value 9,Case3931,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-10-09 04:30:57+00:00,Closed,Value 5,Case3931,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-03-19 13:24:30+00:00,Assign seriousness,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-22 12:43:02+00:00,Take in charge ticket,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Wait,complete,Value 2,2010-03-22 12:43:09+00:00,Wait,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-03-22 12:45:17+00:00,Take in charge ticket,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Wait,complete,Value 2,2010-03-22 12:45:24+00:00,Wait,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-16 12:55:48+00:00,Take in charge ticket,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-16 12:55:53+00:00,Resolve ticket,Value 2,Case1472,Variant 22,22,Fluxicon Disco
Closed,complete,Value 5,2010-05-01 12:56:07+00:00,Closed,Value 5,Case1472,Variant 22,22,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-09-03 13:10:07+00:00,Assign seriousness,Value 1,Case1332,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 3,2012-09-05 04:13:32+00:00,Take in charge ticket,Value 3,Case1332,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-09-20 10:22:50+00:00,Resolve ticket,Value 2,Case1332,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-10-05 10:23:09+00:00,Closed,Value 3,Case1332,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-09 07:59:03+00:00,Assign seriousness,Value 1,Case1844,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-07-23 05:29:30+00:00,Take in charge ticket,Value 1,Case1844,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2012-07-24 06:44:24+00:00,Wait,Value 1,Case1844,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-07-26 07:00:53+00:00,Resolve ticket,Value 1,Case1844,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-08-11 09:20:23+00:00,Closed,Value 5,Case1844,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-08-02 05:18:36+00:00,Assign seriousness,Value 13,Case2212,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-08-02 05:19:29+00:00,Resolve ticket,Value 13,Case2212,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-09-02 05:21:17+00:00,Closed,Value 5,Case2212,Variant 5,5,Fluxicon Disco
Insert ticket,complete,Value 6,2010-04-28 04:59:40+00:00,Insert ticket,Value 6,Case612,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 05:04:25+00:00,Assign seriousness,Value 2,Case612,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-29 10:32:50+00:00,Take in charge ticket,Value 2,Case612,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-29 10:39:49+00:00,Resolve ticket,Value 2,Case612,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-05-29 05:01:22+00:00,Closed,Value 5,Case612,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-09-16 06:12:06+00:00,Assign seriousness,Value 1,Case4568,Variant 226,226,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-09-21 04:13:14+00:00,Take in charge ticket,Value 2,Case4568,Variant 226,226,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-09-23 06:21:56+00:00,Resolve ticket,Value 1,Case4568,Variant 226,226,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-09-23 06:22:14+00:00,Resolve ticket,Value 1,Case4568,Variant 226,226,Fluxicon Disco
Closed,complete,Value 5,2011-10-26 06:20:30+00:00,Closed,Value 5,Case4568,Variant 226,226,Fluxicon Disco
Closed,complete,Value 5,2011-10-26 06:20:30+00:00,Closed,Value 5,Case4568,Variant 226,226,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-24 12:35:31+00:00,Assign seriousness,Value 14,Case109,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2010-09-27 06:11:48+00:00,Take in charge ticket,Value 9,Case109,Variant 3,3,Fluxicon Disco
Wait,complete,Value 9,2010-09-28 05:31:41+00:00,Wait,Value 9,Case109,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2010-11-08 07:33:36+00:00,Take in charge ticket,Value 9,Case109,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 9,2010-11-08 07:33:57+00:00,Resolve ticket,Value 9,Case109,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-11-23 07:34:09+00:00,Closed,Value 5,Case109,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-03-23 12:44:14+00:00,Assign seriousness,Value 4,Case772,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-03-23 12:44:57+00:00,Take in charge ticket,Value 4,Case772,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-03-23 14:02:36+00:00,Resolve ticket,Value 4,Case772,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-04-25 10:50:33+00:00,Closed,Value 5,Case772,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-06 12:13:05+00:00,Assign seriousness,Value 8,Case2902,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-05-17 12:26:18+00:00,Take in charge ticket,Value 2,Case2902,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-05-20 05:30:41+00:00,Resolve ticket,Value 9,Case2902,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-06-19 12:21:09+00:00,Closed,Value 5,Case2902,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-05-24 11:08:38+00:00,Assign seriousness,Value 4,Case372,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-05-24 12:18:41+00:00,Take in charge ticket,Value 9,Case372,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-05-25 06:15:20+00:00,Resolve ticket,Value 9,Case372,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-26 11:10:32+00:00,Closed,Value 5,Case372,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 19,2010-09-14 10:39:29+00:00,Assign seriousness,Value 19,Case662,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 11,2010-09-22 11:58:57+00:00,Take in charge ticket,Value 11,Case662,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-09-22 12:21:30+00:00,Resolve ticket,Value 11,Case662,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-11-12 12:40:31+00:00,Closed,Value 5,Case662,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-24 06:55:40+00:00,Assign seriousness,Value 1,Case1600,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-10-24 06:56:20+00:00,Take in charge ticket,Value 1,Case1600,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-10-24 12:24:27+00:00,Resolve ticket,Value 1,Case1600,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-12-09 09:00:49+00:00,Closed,Value 5,Case1600,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-12-09 14:44:19+00:00,Assign seriousness,Value 2,Case4393,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-12-09 14:45:48+00:00,Take in charge ticket,Value 2,Case4393,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-01-18 09:44:03+00:00,Resolve ticket,Value 2,Case4393,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-02-02 09:44:21+00:00,Closed,Value 5,Case4393,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2013-10-31 11:28:07+00:00,Assign seriousness,Value 9,Case3454,Variant 28,28,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-10-31 12:49:00+00:00,Take in charge ticket,Value 2,Case3454,Variant 28,28,Fluxicon Disco
Take in charge ticket,complete,Value 14,2013-11-07 08:20:55+00:00,Take in charge ticket,Value 14,Case3454,Variant 28,28,Fluxicon Disco
Wait,complete,Value 14,2013-11-07 09:27:40+00:00,Wait,Value 14,Case3454,Variant 28,28,Fluxicon Disco
Resolve ticket,complete,Value 14,2013-11-22 12:56:46+00:00,Resolve ticket,Value 14,Case3454,Variant 28,28,Fluxicon Disco
Closed,complete,Value 3,2013-12-07 12:57:03+00:00,Closed,Value 3,Case3454,Variant 28,28,Fluxicon Disco
Insert ticket,complete,Value 15,2010-05-12 07:47:22+00:00,Insert ticket,Value 15,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-05-12 12:00:58+00:00,Assign seriousness,Value 15,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-18 13:25:41+00:00,Assign seriousness,Value 16,Case2845,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-24 07:58:03+00:00,Take in charge ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Wait,complete,Value 12,2010-05-25 12:35:52+00:00,Wait,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-26 10:43:36+00:00,Take in charge ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-26 10:43:49+00:00,Resolve ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Closed,complete,Value 5,2010-06-25 10:44:10+00:00,Closed,Value 5,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 18,2013-09-04 07:14:28+00:00,Assign seriousness,Value 18,Case3708,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-09-19 04:09:47+00:00,Take in charge ticket,Value 2,Case3708,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2013-09-19 05:57:08+00:00,Wait,Value 2,Case3708,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-10-07 10:24:13+00:00,Resolve ticket,Value 2,Case3708,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-10-22 10:24:27+00:00,Closed,Value 3,Case3708,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2010-12-15 12:31:53+00:00,Assign seriousness,Value 8,Case4,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-12-16 06:01:07+00:00,Take in charge ticket,Value 2,Case4,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-12-16 06:08:19+00:00,Resolve ticket,Value 2,Case4,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-02-12 12:40:42+00:00,Closed,Value 5,Case4,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-03-22 06:44:39+00:00,Assign seriousness,Value 1,Case2750,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-03-22 06:55:53+00:00,Take in charge ticket,Value 10,Case2750,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-03-22 07:53:44+00:00,Resolve ticket,Value 13,Case2750,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-04-29 04:50:31+00:00,Closed,Value 5,Case2750,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-10 12:35:19+00:00,Assign seriousness,Value 8,Case1512,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-10 12:35:42+00:00,Take in charge ticket,Value 8,Case1512,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2011-02-16 12:41:24+00:00,Resolve ticket,Value 14,Case1512,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-04-03 10:40:41+00:00,Closed,Value 5,Case1512,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2012-10-10 12:33:37+00:00,Assign seriousness,Value 2,Case4154,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-11-02 08:53:36+00:00,Take in charge ticket,Value 2,Case4154,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-11-13 09:59:06+00:00,Resolve ticket,Value 2,Case4154,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-11-28 09:59:20+00:00,Closed,Value 3,Case4154,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-28 12:06:24+00:00,Assign seriousness,Value 1,Case1950,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-28 12:06:33+00:00,Take in charge ticket,Value 1,Case1950,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-06-04 04:52:57+00:00,Resolve ticket,Value 1,Case1950,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-13 12:11:15+00:00,Closed,Value 5,Case1950,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 12:20:57+00:00,Assign seriousness,Value 13,Case1895,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-12 06:36:57+00:00,Take in charge ticket,Value 2,Case1895,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-12 06:37:59+00:00,Resolve ticket,Value 2,Case1895,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-26 12:31:01+00:00,Closed,Value 5,Case1895,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-04-20 04:39:02+00:00,Assign seriousness,Value 4,Case950,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-04-20 04:39:39+00:00,Take in charge ticket,Value 4,Case950,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-04-23 07:07:48+00:00,Resolve ticket,Value 4,Case950,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-05-27 04:40:55+00:00,Closed,Value 5,Case950,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-30 13:03:03+00:00,Assign seriousness,Value 8,Case1479,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-03-30 13:03:19+00:00,Take in charge ticket,Value 8,Case1479,Variant 1,1,Fluxicon Disco
