concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
Accepted-In Progress,complete,Kannan-Org line G3,2010-10-15 10:48:49+00:00,Accepted-In Progress,Kannan,Org line G3,1-409247778,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2010-10-15 10:48:57+00:00,Accepted-Assigned,Carolyn,Org line G3,1-409247778,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-04 09:54:04+00:00,Accepted-In Progress,Ewa,Org line G3,1-409247778,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-04 10:10:14+00:00,Completed-Closed,Ewa,Org line G3,1-409247778,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:15:21+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:15:49+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-04-19 07:16:09+00:00,Queued-Awaiting Assignment,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:16:24+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-04-19 07:18:34+00:00,Queued-Awaiting Assignment,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-Assigned,complete,Patrik-Org line C,2012-04-20 12:10:12+00:00,Accepted-Assigned,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-Assigned,complete,Raphael-Org line C,2012-05-08 08:41:56+00:00,Accepted-Assigned,Raphael,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-In Progress,complete,Patrik-Org line C,2012-05-09 09:50:00+00:00,Accepted-In Progress,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Completed-Closed,complete,Patrik-Org line C,2012-05-09 09:50:05+00:00,Completed-Closed,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-08-18 12:01:59+00:00,Accepted-In Progress,Carolyn,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-08-18 12:41:56+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Padmanabha-Org line G3,2011-08-19 03:55:26+00:00,Accepted-In Progress,Padmanabha,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-08-19 03:55:33+00:00,Accepted-Assigned,Carolyn,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-02 21:41:40+00:00,Accepted-In Progress,Ewa,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-02 21:46:00+00:00,Completed-Closed,Ewa,Org line G3,1-555105571,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Per-Org line G4,2010-09-23 14:32:09+00:00,Accepted-In Progress,Per,Org line G4,1-404005175,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Per-Org line G4,2010-12-05 12:28:02+00:00,Accepted-Wait,Per,Org line G4,1-404005175,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Per-Org line G4,2012-01-26 11:06:11+00:00,Completed-Closed,Per,Org line G4,1-404005175,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Bertil-Org line A2,2011-12-22 09:03:52+00:00,Accepted-In Progress,Bertil,Org line A2,1-627936524,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Bertil-Org line A2,2012-04-23 09:20:55+00:00,Completed-Closed,Bertil,Org line A2,1-627936524,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Katarina-Org line G4,2011-01-20 16:18:05+00:00,Accepted-In Progress,Katarina,Org line G4,1-443175071,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Katarina-Org line G4,2011-03-21 16:30:18+00:00,Accepted-Wait,Katarina,Org line G4,1-443175071,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Katarina-Org line G4,2012-03-19 07:18:42+00:00,Completed-Closed,Katarina,Org line G4,1-443175071,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Christofer-Org line A2,2011-09-12 15:23:02+00:00,Accepted-In Progress,Christofer,Org line A2,1-573316263,Variant 9,9,Fluxicon Disco
Queued-Awaiting Assignment,complete,Christofer-Org line A2,2011-09-12 15:28:12+00:00,Queued-Awaiting Assignment,Christofer,Org line A2,1-573316263,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Christofer-Org line A2,2011-12-07 11:20:47+00:00,Accepted-In Progress,Christofer,Org line A2,1-573316263,Variant 9,9,Fluxicon Disco
Accepted-Wait,complete,Christofer-Org line A2,2011-12-07 11:21:03+00:00,Accepted-Wait,Christofer,Org line A2,1-573316263,Variant 9,9,Fluxicon Disco
Completed-Closed,complete,Christofer-Org line A2,2012-02-01 13:27:22+00:00,Completed-Closed,Christofer,Org line A2,1-573316263,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Mahesh-Org line C,2012-02-16 08:28:00+00:00,Accepted-In Progress,Mahesh,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mahesh-Org line C,2012-02-16 08:35:33+00:00,Queued-Awaiting Assignment,Mahesh,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-In Progress,complete,Radha-Org line C,2012-02-16 10:23:45+00:00,Accepted-In Progress,Radha,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-Assigned,complete,MV-Org line C,2012-02-16 10:23:56+00:00,Accepted-Assigned,MV,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Queued-Awaiting Assignment,complete,William-Org line C,2012-02-16 10:28:50+00:00,Queued-Awaiting Assignment,William,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-In Progress,complete,William-Org line C,2012-02-21 13:39:41+00:00,Accepted-In Progress,William,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-Assigned,complete,Ingemar-Org line C,2012-02-21 13:40:22+00:00,Accepted-Assigned,Ingemar,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-In Progress,complete,Shaji-Org line C,2012-03-13 07:57:12+00:00,Accepted-In Progress,Shaji,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-Assigned,complete,Suresh-Org line C,2012-03-13 07:57:38+00:00,Accepted-Assigned,Suresh,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-In Progress,complete,Suresh-Org line C,2012-03-15 15:39:19+00:00,Accepted-In Progress,Suresh,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Completed-Closed,complete,Suresh-Org line C,2012-03-15 15:41:08+00:00,Completed-Closed,Suresh,Org line C,1-677811170,Variant 275,275,Fluxicon Disco
Accepted-In Progress,complete,Robert-Org line C,2012-02-13 09:03:27+00:00,Accepted-In Progress,Robert,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-Wait,complete,Robert-Org line C,2012-02-13 09:06:36+00:00,Accepted-Wait,Robert,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-02-28 16:17:05+00:00,Queued-Awaiting Assignment,Robert,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-Assigned,complete,Bhavesh-Org line C,2012-02-29 11:37:29+00:00,Accepted-Assigned,Bhavesh,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Bhavesh-Org line C,2012-03-05 13:03:37+00:00,Accepted-In Progress,Bhavesh,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Bhavesh-Org line C,2012-03-27 14:50:57+00:00,Accepted-In Progress,Bhavesh,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Alam-Org line C,2012-03-28 11:59:00+00:00,Accepted-In Progress,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Completed-Closed,complete,Alam-Org line C,2012-03-28 12:04:21+00:00,Completed-Closed,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Alam-Org line C,2012-03-28 12:04:27+00:00,Accepted-In Progress,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Completed-Closed,complete,Alam-Org line C,2012-03-28 12:05:08+00:00,Completed-Closed,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Alam-Org line C,2012-03-28 12:44:20+00:00,Accepted-In Progress,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Completed-Closed,complete,Alam-Org line C,2012-03-28 12:52:00+00:00,Completed-Closed,Alam,Org line C,1-670754761,Variant 270,270,Fluxicon Disco
Accepted-In Progress,complete,Eric-Org line G4,2011-10-23 08:39:49+00:00,Accepted-In Progress,Eric,Org line G4,1-593022224,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Eric-Org line G4,2012-01-09 09:21:47+00:00,Completed-Closed,Eric,Org line G4,1-593022224,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Linda-Org line C,2011-10-24 08:41:20+00:00,Accepted-In Progress,Linda,Org line C,1-593431551,Variant 6,6,Fluxicon Disco
Accepted-Assigned,complete,Linda-Org line C,2011-10-24 08:46:49+00:00,Accepted-Assigned,Linda,Org line C,1-593431551,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Linda-Org line C,2011-11-25 14:09:49+00:00,Accepted-In Progress,Linda,Org line C,1-593431551,Variant 6,6,Fluxicon Disco
Completed-Closed,complete,Linda-Org line C,2012-01-09 14:00:52+00:00,Completed-Closed,Linda,Org line C,1-593431551,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Nicolas-Org line C,2011-10-18 14:37:21+00:00,Accepted-In Progress,Nicolas,Org line C,1-589421537,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Nicolas-Org line C,2012-03-30 10:43:20+00:00,Completed-Closed,Nicolas,Org line C,1-589421537,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Marcin-Org line A2,2011-11-04 07:40:13+00:00,Accepted-In Progress,Marcin,Org line A2,1-602316021,Variant 7,7,Fluxicon Disco
Accepted-Wait,complete,Marcin-Org line A2,2011-11-04 07:40:22+00:00,Accepted-Wait,Marcin,Org line A2,1-602316021,Variant 7,7,Fluxicon Disco
Accepted-In Progress,complete,Marcin-Org line A2,2012-01-03 07:04:51+00:00,Accepted-In Progress,Marcin,Org line A2,1-602316021,Variant 7,7,Fluxicon Disco
Completed-Closed,complete,Marcin-Org line A2,2012-02-10 07:08:31+00:00,Completed-Closed,Marcin,Org line A2,1-602316021,Variant 7,7,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-03-11 23:15:03+00:00,Accepted-In Progress,Ewa,Org line G3,1-695801720,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-03-11 23:16:23+00:00,Completed-Closed,Ewa,Org line G3,1-695801720,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-07-12 19:58:20+00:00,Accepted-In Progress,Carolyn,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-07-12 19:59:15+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Padmanabha-Org line G3,2011-07-13 01:59:15+00:00,Accepted-In Progress,Padmanabha,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-07-13 02:00:29+00:00,Accepted-Assigned,Carolyn,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-18 09:42:57+00:00,Accepted-In Progress,Ewa,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-18 09:43:34+00:00,Completed-Closed,Ewa,Org line G3,1-540904745,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Aneesh V-Org line B,2012-04-03 10:14:09+00:00,Accepted-In Progress,Aneesh V,Org line B,1-707693471,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Aneesh V-Org line B,2012-04-09 19:28:59+00:00,Completed-Closed,Aneesh V,Org line B,1-707693471,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Hans-Erik-Org line C,2012-02-28 07:25:28+00:00,Accepted-In Progress,Hans-Erik,Org line C,1-689176751,Variant 12,12,Fluxicon Disco
Completed-Closed,complete,Hans-Erik-Org line C,2012-03-05 08:50:25+00:00,Completed-Closed,Hans-Erik,Org line C,1-689176751,Variant 12,12,Fluxicon Disco
Accepted-In Progress,complete,Hans-Erik-Org line C,2012-03-19 14:34:27+00:00,Accepted-In Progress,Hans-Erik,Org line C,1-689176751,Variant 12,12,Fluxicon Disco
Completed-Closed,complete,Hans-Erik-Org line C,2012-03-19 14:35:47+00:00,Completed-Closed,Hans-Erik,Org line C,1-689176751,Variant 12,12,Fluxicon Disco
Accepted-In Progress,complete,Rakesh-Org line C,2012-05-16 10:04:19+00:00,Accepted-In Progress,Rakesh,Org line C,1-746011641,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Rakesh-Org line C,2012-05-21 10:18:48+00:00,Completed-Closed,Rakesh,Org line C,1-746011641,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Stefan-Org line C,2011-11-08 18:21:15+00:00,Accepted-In Progress,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Queued-Awaiting Assignment,complete,Stefan-Org line C,2011-11-08 18:30:30+00:00,Queued-Awaiting Assignment,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Accepted-In Progress,complete,Stefan-Org line C,2011-11-11 06:58:22+00:00,Accepted-In Progress,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Queued-Awaiting Assignment,complete,Amir-Org line C,2011-11-11 07:02:17+00:00,Queued-Awaiting Assignment,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Accepted-In Progress,complete,Amir-Org line C,2011-11-11 07:05:40+00:00,Accepted-In Progress,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Queued-Awaiting Assignment,complete,Stefan-Org line C,2012-01-04 15:45:39+00:00,Queued-Awaiting Assignment,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Accepted-In Progress,complete,Amir-Org line C,2012-01-04 15:46:03+00:00,Accepted-In Progress,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Completed-Closed,complete,Amir-Org line C,2012-01-04 15:49:48+00:00,Completed-Closed,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-05-29 09:54:33+00:00,Accepted-In Progress,Ewa,Org line G3,1-751378836,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-05-29 10:08:42+00:00,Completed-Closed,Ewa,Org line G3,1-751378836,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Andrew-Org line A2,2011-07-07 13:45:46+00:00,Accepted-In Progress,Andrew,Org line A2,1-539805130,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Andrew-Org line A2,2011-11-01 16:28:16+00:00,Accepted-Wait,Andrew,Org line A2,1-539805130,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Andrew-Org line A2,2012-02-15 11:13:43+00:00,Completed-Closed,Andrew,Org line A2,1-539805130,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2010-11-26 11:08:13+00:00,Accepted-In Progress,Carolyn,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-11-26 11:11:36+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Santhosh-Org line G3,2010-11-26 16:17:37+00:00,Accepted-In Progress,Santhosh,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2010-11-26 16:19:49+00:00,Accepted-Assigned,Carolyn,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-06 14:40:33+00:00,Accepted-In Progress,Ewa,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-06 14:55:15+00:00,Completed-Closed,Ewa,Org line G3,1-424668301,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2011-03-24 13:03:32+00:00,Accepted-In Progress,Gustav,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2011-08-26 13:28:34+00:00,Accepted-In Progress,Gustav,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Accepted-Assigned,complete,David-Org line G4,2012-01-30 12:39:42+00:00,Accepted-Assigned,David,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Accepted-Assigned,complete,Gustav-Org line G4,2012-01-31 08:44:48+00:00,Accepted-Assigned,Gustav,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Accepted-In Progress,complete,David-Org line G4,2012-01-31 08:45:06+00:00,Accepted-In Progress,David,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Completed-Closed,complete,David-Org line G4,2012-01-31 08:45:09+00:00,Completed-Closed,David,Org line G4,1-510142147,Variant 155,155,Fluxicon Disco
Accepted-In Progress,complete,Hari-Org line C,2012-04-02 08:23:23+00:00,Accepted-In Progress,Hari,Org line C,1-706949124,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Hari-Org line C,2012-05-21 14:44:28+00:00,Completed-Closed,Hari,Org line C,1-706949124,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Mats-Org line C,2012-01-17 14:58:21+00:00,Accepted-In Progress,Mats,Org line C,1-643685369,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Mats-Org line C,2012-02-29 11:39:03+00:00,Accepted-In Progress,Mats,Org line C,1-643685369,Variant 16,16,Fluxicon Disco
Accepted-Wait,complete,Mats-Org line C,2012-02-29 11:43:54+00:00,Accepted-Wait,Mats,Org line C,1-643685369,Variant 16,16,Fluxicon Disco
Completed-Closed,complete,Mats-Org line C,2012-04-12 12:10:19+00:00,Completed-Closed,Mats,Org line C,1-643685369,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Marc-Org line F,2012-01-19 09:31:05+00:00,Accepted-In Progress,Marc,Org line F,1-647841758,Variant 44,44,Fluxicon Disco
Completed-Closed,complete,Marc-Org line F,2012-01-19 09:36:41+00:00,Completed-Closed,Marc,Org line F,1-647841758,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Marc-Org line F,2012-02-03 14:24:29+00:00,Accepted-In Progress,Marc,Org line F,1-647841758,Variant 44,44,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-02-03 14:27:38+00:00,Queued-Awaiting Assignment,Peter,Org line C,1-647841758,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Linda-Org line C,2012-02-03 15:04:03+00:00,Accepted-In Progress,Linda,Org line C,1-647841758,Variant 44,44,Fluxicon Disco
Completed-Closed,complete,Linda-Org line C,2012-02-08 14:02:38+00:00,Completed-Closed,Linda,Org line C,1-647841758,Variant 44,44,Fluxicon Disco
Accepted-In Progress,complete,Miroslaw-Org line A2,2012-01-26 15:50:33+00:00,Accepted-In Progress,Miroslaw,Org line A2,1-653254236,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Miroslaw-Org line A2,2012-01-26 15:52:01+00:00,Accepted-Wait,Miroslaw,Org line A2,1-653254236,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Miroslaw-Org line A2,2012-05-23 15:34:17+00:00,Completed-Closed,Miroslaw,Org line A2,1-653254236,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Praveen-Org line C,2012-04-30 03:27:00+00:00,Accepted-In Progress,Praveen,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-04-30 03:31:22+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Accepted-In Progress,complete,Abhinav-Org line C,2012-04-30 04:13:44+00:00,Accepted-In Progress,Abhinav,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Queued-Awaiting Assignment,complete,Martin-Org line C,2012-04-30 04:15:21+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Accepted-In Progress,complete,Martin-Org line C,2012-04-30 08:34:04+00:00,Accepted-In Progress,Martin,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-04-30 08:34:14+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Accepted-In Progress,complete,Tarun-Org line C,2012-04-30 08:36:34+00:00,Accepted-In Progress,Tarun,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Queued-Awaiting Assignment,complete,Jonas-Org line C,2012-05-07 10:33:07+00:00,Queued-Awaiting Assignment,Jonas,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Accepted-In Progress,complete,Joakim-Org line C,2012-05-07 11:11:40+00:00,Accepted-In Progress,Joakim,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-05-07 11:14:50+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
