"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","org:group","Resource","Activity"
"1-535813236","Accepted-In Progress","2011/06/22 11:31:28.000","2011/06/22 11:31:28.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813236","Completed-Closed","2012/01/04 15:41:14.000","2012/01/04 15:41:14.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813278","Accepted-In Progress","2011/06/22 11:34:30.000","2011/06/22 11:34:30.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813278","Completed-Closed","2012/01/03 15:58:00.000","2012/01/03 15:58:00.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813300","Accepted-In Progress","2011/06/22 11:48:28.000","2011/06/22 11:48:28.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813300","Completed-Closed","2012/01/03 15:58:43.000","2012/01/03 15:58:43.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813432","Accepted-In Progress","2011/06/22 11:50:21.000","2011/06/22 11:50:21.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813432","Completed-Closed","2012/01/03 15:59:05.000","2012/01/03 15:59:05.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813517","Accepted-In Progress","2011/06/22 12:08:40.000","2011/06/22 12:08:40.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813517","Completed-Closed","2012/01/03 15:59:36.000","2012/01/03 15:59:36.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813813","Accepted-In Progress","2011/06/22 13:00:23.000","2011/06/22 13:00:23.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813813","Completed-Closed","2012/01/03 16:00:05.000","2012/01/03 16:00:05.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-536299706","Accepted-In Progress","2011/06/23 21:04:57.000","2011/06/23 21:04:57.000","Fluxicon Disco","Variant 168","168","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-536299706","Queued-Awaiting Assignment","2011/06/23 21:05:33.000","2011/06/23 21:05:33.000","Fluxicon Disco","Variant 168","168","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-536299706","Accepted-In Progress","2011/06/23 23:05:57.000","2011/06/23 23:05:57.000","Fluxicon Disco","Variant 168","168","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-536299706","Accepted-Assigned","2011/06/23 23:06:02.000","2011/06/23 23:06:02.000","Fluxicon Disco","Variant 168","168","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-536299706","Queued-Awaiting Assignment","2011/06/24 21:10:43.000","2011/06/24 21:10:43.000","Fluxicon Disco","Variant 168","168","Hannes-Org line A2","Org line A2","Hannes","Queued-Awaiting Assignment"
"1-536299706","Accepted-Assigned","2011/06/24 21:11:55.000","2011/06/24 21:11:55.000","Fluxicon Disco","Variant 168","168","Naomi-Org line A2","Org line A2","Naomi","Accepted-Assigned"
"1-536299706","Accepted-In Progress","2011/06/30 22:20:42.000","2011/06/30 22:20:42.000","Fluxicon Disco","Variant 168","168","Sandro-Org line A2","Org line A2","Sandro","Accepted-In Progress"
"1-536299706","Queued-Awaiting Assignment","2011/06/30 22:35:02.000","2011/06/30 22:35:02.000","Fluxicon Disco","Variant 168","168","Sandro-Org line A2","Org line A2","Sandro","Queued-Awaiting Assignment"
"1-536299706","Queued-Awaiting Assignment","2011/06/30 22:35:03.000","2011/06/30 22:35:03.000","Fluxicon Disco","Variant 168","168","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-536299706","Accepted-In Progress","2011/07/01 01:54:29.000","2011/07/01 01:54:29.000","Fluxicon Disco","Variant 168","168","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-536299706","Accepted-Assigned","2011/07/01 01:54:53.000","2011/07/01 01:54:53.000","Fluxicon Disco","Variant 168","168","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-536299706","Accepted-In Progress","2012/01/30 12:40:26.000","2012/01/30 12:40:26.000","Fluxicon Disco","Variant 168","168","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-536299706","Completed-Closed","2012/01/30 12:40:27.000","2012/01/30 12:40:27.000","Fluxicon Disco","Variant 168","168","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-536904633","Accepted-In Progress","2011/06/27 15:07:20.000","2011/06/27 15:07:20.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Accepted-In Progress"
"1-536904633","Completed-Closed","2012/01/12 11:45:51.000","2012/01/12 11:45:51.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Completed-Closed"
"1-537169872","Accepted-In Progress","2011/06/28 12:05:28.000","2011/06/28 12:05:28.000","Fluxicon Disco","Variant 169","169","Göran-Org line C","Org line C","Göran","Accepted-In Progress"
"1-537169872","Queued-Awaiting Assignment","2011/07/01 17:05:33.000","2011/07/01 17:05:33.000","Fluxicon Disco","Variant 169","169","Göran-Org line C","Org line C","Göran","Queued-Awaiting Assignment"
"1-537169872","Accepted-Assigned","2011/07/12 15:28:19.000","2011/07/12 15:28:19.000","Fluxicon Disco","Variant 169","169","Daniel-Org line C","Org line C","Daniel","Accepted-Assigned"
"1-537169872","Queued-Awaiting Assignment","2011/09/05 10:14:45.000","2011/09/05 10:14:45.000","Fluxicon Disco","Variant 169","169","Joakim-Org line G4","Org line G4","Joakim","Queued-Awaiting Assignment"
"1-537169872","Accepted-Assigned","2011/10/20 09:57:26.000","2011/10/20 09:57:26.000","Fluxicon Disco","Variant 169","169","Mikael-Org line G4","Org line G4","Mikael","Accepted-Assigned"
"1-537169872","Accepted-In Progress","2012/01/09 14:45:16.000","2012/01/09 14:45:16.000","Fluxicon Disco","Variant 169","169","Mikael-Org line G4","Org line G4","Mikael","Accepted-In Progress"
"1-537169872","Completed-Closed","2012/01/09 14:48:33.000","2012/01/09 14:48:33.000","Fluxicon Disco","Variant 169","169","Mikael-Org line G4","Org line G4","Mikael","Completed-Closed"
"1-537311033","Queued-Awaiting Assignment","2011/06/28 16:57:00.000","2011/06/28 16:57:00.000","Fluxicon Disco","Variant 8","8","Curt-Org line C","Org line C","Curt","Queued-Awaiting Assignment"
"1-537311033","Accepted-In Progress","2011/08/25 16:31:54.000","2011/08/25 16:31:54.000","Fluxicon Disco","Variant 8","8","Curt-Org line C","Org line C","Curt","Accepted-In Progress"
"1-537311033","Completed-Closed","2012/01/18 13:18:10.000","2012/01/18 13:18:10.000","Fluxicon Disco","Variant 8","8","Curt-Org line C","Org line C","Curt","Completed-Closed"
"1-537601770","Accepted-In Progress","2011/06/29 13:44:22.000","2011/06/29 13:44:22.000","Fluxicon Disco","Variant 9","9","Linda-Org line A2","Org line A2","Linda","Accepted-In Progress"
"1-537601770","Queued-Awaiting Assignment","2011/06/29 14:04:39.000","2011/06/29 14:04:39.000","Fluxicon Disco","Variant 9","9","Linda-Org line A2","Org line A2","Linda","Queued-Awaiting Assignment"
"1-537601770","Accepted-In Progress","2011/07/01 09:27:35.000","2011/07/01 09:27:35.000","Fluxicon Disco","Variant 9","9","Linda-Org line A2","Org line A2","Linda","Accepted-In Progress"
"1-537601770","Accepted-Wait","2012/04/04 17:27:27.000","2012/04/04 17:27:27.000","Fluxicon Disco","Variant 9","9","Linda-Org line A2","Org line A2","Linda","Accepted-Wait"
"1-537601770","Completed-Closed","2012/05/21 15:05:06.000","2012/05/21 15:05:06.000","Fluxicon Disco","Variant 9","9","Linda-Org line A2","Org line A2","Linda","Completed-Closed"
"1-537902763","Accepted-In Progress","2011/06/30 10:35:50.000","2011/06/30 10:35:50.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Accepted-In Progress"
"1-537902763","Completed-Closed","2012/01/12 11:46:25.000","2012/01/12 11:46:25.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Completed-Closed"
"1-537984625","Accepted-In Progress","2011/06/30 14:08:27.000","2011/06/30 14:08:27.000","Fluxicon Disco","Variant 5","5","Nicolas-Org line C","Org line C","Nicolas","Accepted-In Progress"
"1-537984625","Queued-Awaiting Assignment","2011/06/30 14:49:37.000","2011/06/30 14:49:37.000","Fluxicon Disco","Variant 5","5","Nicolas-Org line C","Org line C","Nicolas","Queued-Awaiting Assignment"
"1-537984625","Accepted-In Progress","2012/05/25 14:44:54.000","2012/05/25 14:44:54.000","Fluxicon Disco","Variant 5","5","Martin-Org line C","Org line C","Martin","Accepted-In Progress"
"1-537984625","Completed-Closed","2012/05/25 14:46:50.000","2012/05/25 14:46:50.000","Fluxicon Disco","Variant 5","5","Martin-Org line C","Org line C","Martin","Completed-Closed"
"1-538109148","Accepted-In Progress","2011/06/30 20:50:49.000","2011/06/30 20:50:49.000","Fluxicon Disco","Variant 170","170","Kåre_OLD-Org line C","Org line C","Kåre_OLD","Accepted-In Progress"
"1-538109148","Accepted-Assigned","2011/08/11 13:58:58.000","2011/08/11 13:58:58.000","Fluxicon Disco","Variant 170","170","Kåre_OLD-Org line C","Org line C","Kåre_OLD","Accepted-Assigned"
"1-538109148","Accepted-Assigned","2011/08/16 11:33:12.000","2011/08/16 11:33:12.000","Fluxicon Disco","Variant 170","170","Karin-Org line C","Org line C","Karin","Accepted-Assigned"
"1-538109148","Accepted-Assigned","2011/08/16 11:33:56.000","2011/08/16 11:33:56.000","Fluxicon Disco","Variant 170","170","Rikard-Org line C","Org line C","Rikard","Accepted-Assigned"
"1-538109148","Accepted-In Progress","2011/12/14 16:02:20.000","2011/12/14 16:02:20.000","Fluxicon Disco","Variant 170","170","Rikard-Org line C","Org line C","Rikard","Accepted-In Progress"
"1-538109148","Accepted-In Progress","2012/01/17 15:39:10.000","2012/01/17 15:39:10.000","Fluxicon Disco","Variant 170","170","Peter-Org line C","Org line C","Peter","Accepted-In Progress"
"1-538109148","Completed-Closed","2012/01/17 15:39:21.000","2012/01/17 15:39:21.000","Fluxicon Disco","Variant 170","170","Peter-Org line C","Org line C","Peter","Completed-Closed"
"1-538226806","Accepted-In Progress","2011/07/01 10:02:18.000","2011/07/01 10:02:18.000","Fluxicon Disco","Variant 1","1","Per-Erik-Org line C","Org line C","Per-Erik","Accepted-In Progress"
"1-538226806","Completed-Closed","2012/03/15 13:13:56.000","2012/03/15 13:13:56.000","Fluxicon Disco","Variant 1","1","Per-Erik-Org line C","Org line C","Per-Erik","Completed-Closed"
"1-538297321","Accepted-Assigned","2011/07/01 12:28:18.000","2011/07/01 12:28:18.000","Fluxicon Disco","Variant 171","171","Magnus-Org line G4","Org line G4","Magnus","Accepted-Assigned"
"1-538297321","Queued-Awaiting Assignment","2011/11/21 15:30:28.000","2011/11/21 15:30:28.000","Fluxicon Disco","Variant 171","171","Joakim-Org line G4","Org line G4","Joakim","Queued-Awaiting Assignment"
"1-538297321","Accepted-In Progress","2011/11/21 15:57:42.000","2011/11/21 15:57:42.000","Fluxicon Disco","Variant 171","171","Rickard-Org line G4","Org line G4","Rickard","Accepted-In Progress"
"1-538297321","Accepted-Assigned","2012/02/01 12:32:51.000","2012/02/01 12:32:51.000","Fluxicon Disco","Variant 171","171","Lars-Org line G4","Org line G4","Lars","Accepted-Assigned"
"1-538297321","Accepted-In Progress","2012/02/16 11:59:49.000","2012/02/16 11:59:49.000","Fluxicon Disco","Variant 171","171","Lars-Org line G4","Org line G4","Lars","Accepted-In Progress"
"1-538297321","Completed-Closed","2012/02/16 12:00:18.000","2012/02/16 12:00:18.000","Fluxicon Disco","Variant 171","171","Lars-Org line G4","Org line G4","Lars","Completed-Closed"
"1-538411483","Accepted-In Progress","2011/07/01 17:48:55.000","2011/07/01 17:48:55.000","Fluxicon Disco","Variant 24","24","Mikael-Org line G4","Org line G4","Mikael","Accepted-In Progress"
"1-538411483","Accepted-Wait","2012/01/19 16:56:50.000","2012/01/19 16:56:50.000","Fluxicon Disco","Variant 24","24","Mikael-Org line G4","Org line G4","Mikael","Accepted-Wait"
"1-538411483","Accepted-Wait","2012/01/19 16:57:43.000","2012/01/19 16:57:43.000","Fluxicon Disco","Variant 24","24","Mikael-Org line G4","Org line G4","Mikael","Accepted-Wait"
"1-538411483","Completed-Closed","2012/01/30 17:58:49.000","2012/01/30 17:58:49.000","Fluxicon Disco","Variant 24","24","Mikael-Org line G4","Org line G4","Mikael","Completed-Closed"
"1-538467021","Accepted-In Progress","2011/07/02 00:15:10.000","2011/07/02 00:15:10.000","Fluxicon Disco","Variant 25","25","Pranesh-Org line C","Org line C","Pranesh","Accepted-In Progress"
"1-538467021","Queued-Awaiting Assignment","2011/07/02 00:18:22.000","2011/07/02 00:18:22.000","Fluxicon Disco","Variant 25","25","Pranesh-Org line C","Org line C","Pranesh","Queued-Awaiting Assignment"
"1-538467021","Accepted-Assigned","2011/07/04 07:29:46.000","2011/07/04 07:29:46.000","Fluxicon Disco","Variant 25","25","Ricardo-Org line C","Org line C","Ricardo","Accepted-Assigned"
"1-538467021","Accepted-In Progress","2012/01/25 19:46:19.000","2012/01/25 19:46:19.000","Fluxicon Disco","Variant 25","25","Thiago-Org line B","Org line B","Thiago","Accepted-In Progress"
"1-538467021","Completed-Closed","2012/01/25 19:48:24.000","2012/01/25 19:48:24.000","Fluxicon Disco","Variant 25","25","Thiago-Org line B","Org line B","Thiago","Completed-Closed"
"1-539000895","Accepted-In Progress","2011/07/05 11:24:39.000","2011/07/05 11:24:39.000","Fluxicon Disco","Variant 1","1","Jonas-Org line C","Org line C","Jonas","Accepted-In Progress"
"1-539000895","Completed-Closed","2012/05/15 15:57:12.000","2012/05/15 15:57:12.000","Fluxicon Disco","Variant 1","1","Jonas-Org line C","Org line C","Jonas","Completed-Closed"
"1-539083171","Accepted-In Progress","2011/07/05 14:33:46.000","2011/07/05 14:33:46.000","Fluxicon Disco","Variant 10","10","Katarina-Org line G4","Org line G4","Katarina","Accepted-In Progress"
"1-539083171","Accepted-Assigned","2012/02/15 17:33:28.000","2012/02/15 17:33:28.000","Fluxicon Disco","Variant 10","10","Katarina-Org line G4","Org line G4","Katarina","Accepted-Assigned"
"1-539083171","Completed-Closed","2012/05/23 18:00:04.000","2012/05/23 18:00:04.000","Fluxicon Disco","Variant 10","10","Katarina-Org line G4","Org line G4","Katarina","Completed-Closed"
"1-539633138","Accepted-In Progress","2011/07/07 13:43:33.000","2011/07/07 13:43:33.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-539633138","Queued-Awaiting Assignment","2011/07/07 13:50:07.000","2011/07/07 13:50:07.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-539633138","Accepted-In Progress","2011/07/08 03:08:36.000","2011/07/08 03:08:36.000","Fluxicon Disco","Variant 2","2","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-539633138","Accepted-Assigned","2011/07/08 03:09:59.000","2011/07/08 03:09:59.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-539633138","Accepted-In Progress","2012/02/06 17:00:29.000","2012/02/06 17:00:29.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-539633138","Completed-Closed","2012/02/06 17:01:52.000","2012/02/06 17:01:52.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-539752329","Accepted-In Progress","2011/07/07 14:06:28.000","2011/07/07 14:06:28.000","Fluxicon Disco","Variant 7","7","Grzegorz-Org line A2","Org line A2","Grzegorz","Accepted-In Progress"
"1-539752329","Accepted-Wait","2011/07/07 14:19:04.000","2011/07/07 14:19:04.000","Fluxicon Disco","Variant 7","7","Grzegorz-Org line A2","Org line A2","Grzegorz","Accepted-Wait"
"1-539752329","Accepted-In Progress","2012/01/04 12:31:39.000","2012/01/04 12:31:39.000","Fluxicon Disco","Variant 7","7","Grzegorz-Org line A2","Org line A2","Grzegorz","Accepted-In Progress"
"1-539752329","Completed-Closed","2012/01/04 12:32:34.000","2012/01/04 12:32:34.000","Fluxicon Disco","Variant 7","7","Grzegorz-Org line A2","Org line A2","Grzegorz","Completed-Closed"
"1-539805130","Accepted-In Progress","2011/07/07 15:45:46.000","2011/07/07 15:45:46.000","Fluxicon Disco","Variant 3","3","Andrew-Org line A2","Org line A2","Andrew","Accepted-In Progress"
"1-539805130","Accepted-Wait","2011/11/01 17:28:16.000","2011/11/01 17:28:16.000","Fluxicon Disco","Variant 3","3","Andrew-Org line A2","Org line A2","Andrew","Accepted-Wait"
"1-539805130","Completed-Closed","2012/02/15 12:13:43.000","2012/02/15 12:13:43.000","Fluxicon Disco","Variant 3","3","Andrew-Org line A2","Org line A2","Andrew","Completed-Closed"
"1-540408651","Accepted-In Progress","2011/07/11 11:07:04.000","2011/07/11 11:07:04.000","Fluxicon Disco","Variant 2","2","Pranesh-Org line C","Org line C","Pranesh","Accepted-In Progress"
"1-540408651","Queued-Awaiting Assignment","2011/07/11 11:07:58.000","2011/07/11 11:07:58.000","Fluxicon Disco","Variant 2","2","Pranesh-Org line C","Org line C","Pranesh","Queued-Awaiting Assignment"
"1-540408651","Accepted-In Progress","2011/07/11 11:10:03.000","2011/07/11 11:10:03.000","Fluxicon Disco","Variant 2","2","Nagaraj-Org line C","Org line C","Nagaraj","Accepted-In Progress"
"1-540408651","Accepted-Assigned","2011/07/11 11:10:18.000","2011/07/11 11:10:18.000","Fluxicon Disco","Variant 2","2","Ricardo-Org line C","Org line C","Ricardo","Accepted-Assigned"
"1-540408651","Accepted-In Progress","2012/01/25 19:40:05.000","2012/01/25 19:40:05.000","Fluxicon Disco","Variant 2","2","Thiago-Org line B","Org line B","Thiago","Accepted-In Progress"
"1-540408651","Completed-Closed","2012/01/25 19:43:14.000","2012/01/25 19:43:14.000","Fluxicon Disco","Variant 2","2","Thiago-Org line B","Org line B","Thiago","Completed-Closed"
"1-540500545","Accepted-In Progress","2011/07/11 14:45:54.000","2011/07/11 14:45:54.000","Fluxicon Disco","Variant 3","3","Andrew-Org line A2","Org line A2","Andrew","Accepted-In Progress"
