"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-10357","Confirmation of receipt","2011/11/09 11:29:46.788","2011/11/09 11:29:46.788","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","EMPTY"
"case-10357","T02 Check confirmation of receipt","2011/11/09 11:30:08.582","2011/11/09 11:30:08.582","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 4"
"case-10357","T04 Determine confirmation of receipt","2011/11/09 11:30:27.273","2011/11/09 11:30:27.273","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 3"
"case-10357","T05 Print and send confirmation of receipt","2011/11/09 11:30:44.331","2011/11/09 11:30:44.331","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 2"
"case-10357","T06 Determine necessity of stop advice","2011/11/09 11:31:04.655","2011/11/09 11:31:04.655","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 1"
"case-10357","T10 Determine necessity to stop indication","2011/11/09 11:31:33.707","2011/11/09 11:31:33.707","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 1"
"case-10357","T11 Create document X request unlicensed","2011/11/09 11:34:00.271","2011/11/09 11:34:00.271","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 1"
"case-10357","T12 Check document X request unlicensed","2011/11/09 11:40:14.529","2011/11/09 11:40:14.529","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 4"
"case-10357","T14 Determine document X request unlicensed","2011/11/09 11:40:39.482","2011/11/09 11:40:39.482","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","Resource06","Group 3"
"case-10357","T15 Print document X request unlicensed","2011/11/14 09:21:48.805","2011/11/14 09:21:48.805","2012/01/02 01:06:40.010","2011/11/14 09:21:48.989","Resource06","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","admin1","EMPTY"
"case-10360","Confirmation of receipt","2011/12/05 09:42:18.947","2011/12/05 09:42:18.947","2012/01/02 01:06:40.010","2011/12/05 09:42:17.930","Resource13","Internet","2011/11/07 01:06:40.010","2012/01/02 01:06:40.000","General","Group 5","admin2","EMPTY"
"case-10375","Confirmation of receipt","2011/11/17 14:30:18.360","2011/11/17 14:30:18.360","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","EMPTY"
"case-10375","T02 Check confirmation of receipt","2011/11/17 14:48:22.100","2011/11/17 14:48:22.100","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","Group 4"
"case-10375","T04 Determine confirmation of receipt","2011/11/17 14:49:24.984","2011/11/17 14:49:24.984","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","Group 3"
"case-10375","T05 Print and send confirmation of receipt","2011/11/17 14:49:44.706","2011/11/17 14:49:44.706","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","Group 2"
"case-10375","T06 Determine necessity of stop advice","2011/11/17 15:23:53.401","2011/11/17 15:23:53.401","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","Group 1"
"case-10375","T10 Determine necessity to stop indication","2011/11/17 15:24:32.419","2011/11/17 15:24:32.419","2012/01/02 00:00:00.010","2012/01/18 11:32:31.001","Resource14","Internet","2011/11/07 01:06:40.010","2012/01/02 00:00:00.000","General","Group 5","Resource14","Group 1"
"case-10378","Confirmation of receipt","2011/11/08 12:51:26.998","2011/11/08 12:51:26.998","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","EMPTY"
"case-10378","T02 Check confirmation of receipt","2011/11/08 12:51:49.834","2011/11/08 12:51:49.834","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","Group 4"
"case-10378","T04 Determine confirmation of receipt","2011/11/08 12:52:07.613","2011/11/08 12:52:07.613","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","Group 3"
"case-10378","T05 Print and send confirmation of receipt","2011/11/08 12:52:24.716","2011/11/08 12:52:24.716","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","Group 2"
"case-10378","T06 Determine necessity of stop advice","2011/11/08 12:52:43.378","2011/11/08 12:52:43.378","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","Group 1"
"case-10378","T10 Determine necessity to stop indication","2011/11/08 12:53:03.885","2011/11/08 12:53:03.885","2012/02/22 00:00:00.010",,"Resource06","Post","2011/10/26 01:06:40.020","2012/03/13 00:00:00.000","General","Group 5","Resource06","Group 1"
"case-10384","Confirmation of receipt","2011/11/25 11:17:52.239","2011/11/25 11:17:52.239","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","EMPTY"
"case-10384","T02 Check confirmation of receipt","2011/11/25 11:18:56.984","2011/11/25 11:18:56.984","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","Group 4"
"case-10384","T04 Determine confirmation of receipt","2011/11/25 11:19:28.587","2011/11/25 11:19:28.587","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","Group 3"
"case-10384","T05 Print and send confirmation of receipt","2011/11/25 11:19:51.210","2011/11/25 11:19:51.210","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","Group 2"
"case-10384","T06 Determine necessity of stop advice","2011/11/25 11:22:40.036","2011/11/25 11:22:40.036","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","Group 1"
"case-10384","T10 Determine necessity to stop indication","2011/11/25 11:23:04.911","2011/11/25 11:23:04.911","2012/01/03 00:00:00.010","2011/12/30 14:58:37.454","Resource23","Internet","2011/11/08 01:06:40.010","2012/01/03 00:00:00.000","General","Group 5","Resource23","Group 1"
"case-10392","Confirmation of receipt","2011/11/18 09:09:30.172","2011/11/18 09:09:30.172","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","EMPTY"
"case-10392","T02 Check confirmation of receipt","2011/11/18 09:09:49.213","2011/11/18 09:09:49.213","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 4"
"case-10392","T04 Determine confirmation of receipt","2011/11/18 09:18:08.748","2011/11/18 09:18:08.748","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 3"
"case-10392","T05 Print and send confirmation of receipt","2011/11/18 09:18:24.008","2011/11/18 09:18:24.008","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 2"
"case-10392","T06 Determine necessity of stop advice","2011/11/18 09:18:39.882","2011/11/18 09:18:39.882","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 1"
"case-10392","T10 Determine necessity to stop indication","2011/11/18 09:19:13.974","2011/11/18 09:19:13.974","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 1"
"case-10392","T16 Report reasons to hold request","2011/11/18 09:19:33.548","2011/11/18 09:19:33.548","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 1"
"case-10392","T17 Check report Y to stop indication","2011/11/18 09:19:51.377","2011/11/18 09:19:51.377","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 4"
"case-10392","T19 Determine report Y to stop indication","2011/11/18 09:21:19.608","2011/11/18 09:21:19.608","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 3"
"case-10392","T20 Print report Y to stop indication","2011/11/18 09:21:34.851","2011/11/18 09:21:34.851","2012/01/04 00:00:00.010","2011/12/22 15:18:30.995","Resource11","Internet","2011/11/09 01:06:40.010","2012/01/04 00:00:00.000","General","Group 8","Resource03","Group 2"
"case-10394","Confirmation of receipt","2011/12/07 15:44:35.181","2011/12/07 15:44:35.181","2012/01/04 01:06:40.010","2011/12/07 15:44:34.237","Resource35","Internet","2011/11/09 01:06:40.010","2012/01/04 01:06:40.000","General","Group 7","admin2","EMPTY"
"case-10407","Confirmation of receipt","2011/11/14 12:58:01.365","2011/11/14 12:58:01.365","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-10407","T02 Check confirmation of receipt","2011/11/14 12:58:28.781","2011/11/14 12:58:28.781","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","Group 4"
"case-10407","T04 Determine confirmation of receipt","2011/11/14 13:06:50.609","2011/11/14 13:06:50.609","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-10407","T05 Print and send confirmation of receipt","2011/11/14 13:07:46.421","2011/11/14 13:07:46.421","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","Group 2"
"case-10407","T06 Determine necessity of stop advice","2011/11/14 13:09:12.841","2011/11/14 13:09:12.841","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10407","T10 Determine necessity to stop indication","2011/11/14 13:09:55.809","2011/11/14 13:09:55.809","2012/01/05 01:06:40.010","2011/11/18 11:02:10.932","Resource20","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10410","Confirmation of receipt","2011/11/30 14:46:15.565","2011/11/30 14:46:15.565","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","EMPTY"
"case-10410","T02 Check confirmation of receipt","2011/11/30 14:47:01.891","2011/11/30 14:47:01.891","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","Group 4"
"case-10410","T04 Determine confirmation of receipt","2011/11/30 14:47:52.207","2011/11/30 14:47:52.207","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","Group 3"
"case-10410","T05 Print and send confirmation of receipt","2011/11/30 14:48:46.418","2011/11/30 14:48:46.418","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","Group 2"
"case-10410","T06 Determine necessity of stop advice","2011/11/30 16:32:41.199","2011/11/30 16:32:41.199","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","Group 1"
"case-10410","T10 Determine necessity to stop indication","2011/11/30 16:34:56.762","2011/11/30 16:34:56.762","2012/01/05 01:06:40.010",,"Resource09","Internet","2011/11/10 01:06:40.010","2012/01/05 01:06:40.000","General","Group 5","Resource09","Group 1"
"case-10459","Confirmation of receipt","2011/11/22 14:30:37.731","2011/11/22 14:30:37.731","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","EMPTY"
"case-10459","T02 Check confirmation of receipt","2011/11/22 14:32:58.478","2011/11/22 14:32:58.478","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","EMPTY"
"case-10459","T04 Determine confirmation of receipt","2011/11/22 14:38:58.795","2011/11/22 14:38:58.795","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","EMPTY"
"case-10459","T05 Print and send confirmation of receipt","2011/11/22 14:41:49.850","2011/11/22 14:41:49.850","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","EMPTY"
"case-10459","T06 Determine necessity of stop advice","2011/11/22 14:45:24.199","2011/11/22 14:45:24.199","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","Group 1"
"case-10459","T10 Determine necessity to stop indication","2011/11/22 14:45:46.562","2011/11/22 14:45:46.562","2012/01/09 01:06:40.010","2011/11/25 09:54:28.893","Resource08","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 5","Resource08","Group 1"
"case-10460","Confirmation of receipt","2011/11/22 15:03:05.355","2011/11/22 15:03:05.355","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-10460","T02 Check confirmation of receipt","2011/11/22 15:03:37.543","2011/11/22 15:03:37.543","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","Group 4"
"case-10460","T04 Determine confirmation of receipt","2011/11/22 15:03:59.803","2011/11/22 15:03:59.803","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","Group 3"
"case-10460","T05 Print and send confirmation of receipt","2011/11/22 15:04:51.662","2011/11/22 15:04:51.662","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","Group 2"
"case-10460","T06 Determine necessity of stop advice","2011/11/22 15:09:28.407","2011/11/22 15:09:28.407","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10460","T10 Determine necessity to stop indication","2011/11/22 15:35:03.653","2011/11/22 15:35:03.653","2012/01/09 01:06:40.010","2011/11/25 09:31:43.698","Resource20","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-10461","Confirmation of receipt","2011/11/18 09:53:38.081","2011/11/18 09:53:38.081","2012/01/09 01:06:40.010","2011/11/23 14:06:55.068","Resource03","Internet","2011/11/14 01:06:40.010","2012/01/09 01:06:40.000","General","Group 2","Resource03","EMPTY"
